"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3163","Checking remove product from cart","Shopping cart","Wed Sep 17 12:51:43 UTC 2025","passed","Wed Sep 17 12:51:46 UTC 2025","Remove product","Cart operations","",""
"","3731","Check the visibility of all product cards from the list","Product Catalog","Wed Sep 17 12:52:41 UTC 2025","passed","Wed Sep 17 12:52:45 UTC 2025","View product list","Product Listing","",""
"","1854","Check the correct operation of the scroll to the top of the page","Navigation","Wed Sep 17 12:52:30 UTC 2025","passed","Wed Sep 17 12:52:32 UTC 2025","Scroll to top","Scroll","",""
"","1322","Check product details with id 1","Product Catalog","Wed Sep 17 12:52:36 UTC 2025","passed","Wed Sep 17 12:52:37 UTC 2025","View product details","Product Details","",""
"","9372","Registration while checkout with products with id: [1, 2]","Order Processing","Wed Sep 17 12:51:42 UTC 2025","passed","Wed Sep 17 12:51:51 UTC 2025","TestCheckout","Checkout","",""
"","1621","Checking the success of sending a feedback","interactions","Wed Sep 17 12:52:14 UTC 2025","passed","Wed Sep 17 12:52:15 UTC 2025","Successful feedback","Contact","",""
"","1798","Checking the success of sending a feedback","interactions","Wed Sep 17 12:52:22 UTC 2025","passed","Wed Sep 17 12:52:23 UTC 2025","Successful feedback","Contact","",""
"","3723","User login with correct email and password","User Management","Wed Sep 17 12:50:55 UTC 2025","passed","Wed Sep 17 12:50:58 UTC 2025","Successful authorization","Authorization","",""
"","1968","Check the visibility of all product cards from the list","Product Catalog","Wed Sep 17 12:52:37 UTC 2025","passed","Wed Sep 17 12:52:39 UTC 2025","View product list","Product Listing","",""
"","2325","User login with wrong email and password","User Management","Wed Sep 17 12:51:02 UTC 2025","passed","Wed Sep 17 12:51:05 UTC 2025","Failed authorization","Authorization","",""
"","5023","Checking adding products to the cart with an id: {added_product_ids} and quantity: 3","Shopping cart","Wed Sep 17 12:51:32 UTC 2025","passed","Wed Sep 17 12:51:37 UTC 2025","Add product","Cart operations","",""
"","1420","Adding a review to a product with an id 1","Product Catalog","Wed Sep 17 12:52:42 UTC 2025","passed","Wed Sep 17 12:52:44 UTC 2025","Add product review","Product Review","",""
"","3571","Checking adding products to the cart with an id: [1, 2]","Shopping cart","Wed Sep 17 12:51:06 UTC 2025","passed","Wed Sep 17 12:51:10 UTC 2025","Add product","Cart operations","",""
"","2779","Checking adding products to the cart with an id: {added_product_ids} and quantity: 3","Shopping cart","Wed Sep 17 12:51:39 UTC 2025","passed","Wed Sep 17 12:51:42 UTC 2025","Add product","Cart operations","",""
"","7607","Checking the identity of the cart before and after logging","Shopping cart","Wed Sep 17 12:51:42 UTC 2025","passed","Wed Sep 17 12:51:50 UTC 2025","Cart consistent","Cart State","",""
"","3554","Search products with a search query: ""top""","Product Catalog","Wed Sep 17 12:52:57 UTC 2025","passed","Wed Sep 17 12:53:01 UTC 2025","TestProductSearch","Product Search","",""
"","992","Registration with existing email","User Management","Wed Sep 17 12:51:04 UTC 2025","passed","Wed Sep 17 12:51:05 UTC 2025","Failed registration","Registration","",""
"","384","Checking event subscriptions on the cart page","interactions","Wed Sep 17 12:52:26 UTC 2025","passed","Wed Sep 17 12:52:26 UTC 2025","Cart subscription","Subscription","",""
"","37614","Checking the download invoice after checkout with products with an id: [1, 5]","Order Processing","Wed Sep 17 12:52:09 UTC 2025","broken","Wed Sep 17 12:52:47 UTC 2025","TestCheckout","Checkout","",""
"","1374","Registration with existing email","User Management","Wed Sep 17 12:51:12 UTC 2025","passed","Wed Sep 17 12:51:14 UTC 2025","Failed registration","Registration","",""
"","13620","Registration while checkout with products with id: [1, 2]","Order Processing","Wed Sep 17 12:51:51 UTC 2025","passed","Wed Sep 17 12:52:04 UTC 2025","TestCheckout","Checkout","",""
"","2706","Checking adding products to the cart with an id: {added_product_ids} and quantity: 3","Shopping cart","Wed Sep 17 12:51:26 UTC 2025","passed","Wed Sep 17 12:51:29 UTC 2025","Add product","Cart operations","",""
"","1480","Check product details with id 1","Product Catalog","Wed Sep 17 12:52:40 UTC 2025","passed","Wed Sep 17 12:52:42 UTC 2025","View product details","Product Details","",""
"","2604","Adding a review to a product with an id 1","Product Catalog","Wed Sep 17 12:52:50 UTC 2025","passed","Wed Sep 17 12:52:53 UTC 2025","Add product review","Product Review","",""
"","5247","Checkout with products with id: [1, 2]","Order Processing","Wed Sep 17 12:51:14 UTC 2025","passed","Wed Sep 17 12:51:20 UTC 2025","Successful checkout","Checkout","",""
"","5564","Checking remove product from cart","Shopping cart","Wed Sep 17 12:51:11 UTC 2025","passed","Wed Sep 17 12:51:16 UTC 2025","Remove product","Cart operations","",""
"","7076","Checkout with products with id: [1, 2]","Order Processing","Wed Sep 17 12:51:34 UTC 2025","passed","Wed Sep 17 12:51:41 UTC 2025","Successful checkout","Checkout","",""
"","884","Check the correct operation of the scroll to the top of the page","Navigation","Wed Sep 17 12:52:28 UTC 2025","passed","Wed Sep 17 12:52:28 UTC 2025","Scroll to top","Scroll","",""
"","1200","Check the correct operation of the scroll to the top of the page","Navigation","Wed Sep 17 12:52:33 UTC 2025","passed","Wed Sep 17 12:52:35 UTC 2025","Scroll to top","Scroll","",""
"","973","Checking event subscriptions on the home page","interactions","Wed Sep 17 12:52:24 UTC 2025","passed","Wed Sep 17 12:52:25 UTC 2025","Home subscription","Subscription","",""
"","7945","Checkout with products with id: [1, 2]","Order Processing","Wed Sep 17 12:51:23 UTC 2025","passed","Wed Sep 17 12:51:31 UTC 2025","Successful checkout","Checkout","",""
"","4054","Checking remove product from cart","Shopping cart","Wed Sep 17 12:51:18 UTC 2025","passed","Wed Sep 17 12:51:22 UTC 2025","Remove product","Cart operations","",""
"","3133","Check the visibility of all product cards from the list","Product Catalog","Wed Sep 17 12:52:47 UTC 2025","passed","Wed Sep 17 12:52:50 UTC 2025","View product list","Product Listing","",""
"","5956","Login before checkout with products with id: [1, 2]","Order Processing","Wed Sep 17 12:52:06 UTC 2025","passed","Wed Sep 17 12:52:12 UTC 2025","TestCheckout","Checkout","",""
"","7181","Login before checkout with products with id: [1, 2]","Order Processing","Wed Sep 17 12:52:16 UTC 2025","passed","Wed Sep 17 12:52:23 UTC 2025","TestCheckout","Checkout","",""
"","3168","Search products with a search query: ""top""","Product Catalog","Wed Sep 17 12:52:54 UTC 2025","passed","Wed Sep 17 12:52:57 UTC 2025","TestProductSearch","Product Search","",""
"","6138","Login before checkout with products with id: [1, 2]","Order Processing","Wed Sep 17 12:52:25 UTC 2025","passed","Wed Sep 17 12:52:31 UTC 2025","TestCheckout","Checkout","",""
"","6358","Checking adding products to the cart with an id: [1, 2]","Shopping cart","Wed Sep 17 12:51:12 UTC 2025","passed","Wed Sep 17 12:51:18 UTC 2025","Add product","Cart operations","",""
"","3320","Search products with a search query: ""top""","Product Catalog","Wed Sep 17 12:52:50 UTC 2025","passed","Wed Sep 17 12:52:53 UTC 2025","TestProductSearch","Product Search","",""
"","7996","Registration with correct data","User Management","Wed Sep 17 12:50:55 UTC 2025","passed","Wed Sep 17 12:51:03 UTC 2025","Successful registration","Registration","",""
"","1140","Checking event subscriptions on the home page","interactions","Wed Sep 17 12:52:48 UTC 2025","passed","Wed Sep 17 12:52:49 UTC 2025","Home subscription","Subscription","",""
"","2356","User login with correct email and password","User Management","Wed Sep 17 12:50:41 UTC 2025","passed","Wed Sep 17 12:50:43 UTC 2025","Successful authorization","Authorization","",""
"","9998","Checking the download invoice after checkout with products with an id: [1, 5]","Order Processing","Wed Sep 17 12:51:56 UTC 2025","passed","Wed Sep 17 12:52:06 UTC 2025","TestCheckout","Checkout","",""
"","599","Checking event subscriptions on the cart page","interactions","Wed Sep 17 12:52:27 UTC 2025","passed","Wed Sep 17 12:52:27 UTC 2025","Cart subscription","Subscription","",""
"","9589","Registration with correct data","User Management","Wed Sep 17 12:50:43 UTC 2025","passed","Wed Sep 17 12:50:52 UTC 2025","Successful registration","Registration","",""
"","5040","User login with correct email and password","User Management","Wed Sep 17 12:50:47 UTC 2025","passed","Wed Sep 17 12:50:52 UTC 2025","Successful authorization","Authorization","",""
"","6128","Registration with correct data","User Management","Wed Sep 17 12:51:01 UTC 2025","passed","Wed Sep 17 12:51:07 UTC 2025","Successful registration","Registration","",""
"","2574","Adding a review to a product with an id 1","Product Catalog","Wed Sep 17 12:52:45 UTC 2025","passed","Wed Sep 17 12:52:48 UTC 2025","Add product review","Product Review","",""
"","3313","Correct logout of account","User Management","Wed Sep 17 12:50:57 UTC 2025","passed","Wed Sep 17 12:51:01 UTC 2025","Successful logout","Logout","",""
"","820","User login with wrong email and password","User Management","Wed Sep 17 12:51:00 UTC 2025","passed","Wed Sep 17 12:51:00 UTC 2025","Failed authorization","Authorization","",""
"","2518","Check product details with id 1","Product Catalog","Wed Sep 17 12:52:36 UTC 2025","passed","Wed Sep 17 12:52:39 UTC 2025","View product details","Product Details","",""
